,accessibilité,adresse,alt,architecte,artiste,bouches,code,construction,corresp 1,corresp 2,corresp 3,corresp 4,corresp 5,exploitant,fermeture,géolocalisation,image,latitude,ligne,ligne  1,ligne 1,ligne 2,ligne 3,ligne 4,ligne 5,longitude,longueur,légende,mise en service,nom,nom inaugural,pays,position,propriétaire,quais,quartier,station précédente 1,station précédente 2,station précédente 3,station précédente 4,station précédente 5,station suivante 1,station suivante 2,station suivante 3,station suivante 4,station suivante 5,subdivision,taille image,titre corresp 1,titre corresp 2,titre corresp 3,titre corresp 4,titre corresp 5,titre quartier,titre subdivision,transit,url,ville,voies,zone
Denfert-Rochereau (métro de Paris),,,,,,,1514.0,,['RER/correspondances avec intitulé|B'],"['Bus RATP/correspondances nombreuses avec intitulé|38|59|64|68|88|216', 'Bus RATP/correspondances|Orlybus|OpenTour']",['Noctilien/correspondances avec intitulé|N14|N21|N122'],,,RATP,,Paris/14e arrondissement de Paris,EGDenfer.JPG,48.833901299344284,['Métro de Paris/correspondances|4|6'],,['Métro de Paris/correspondance|4'],['Métro de Paris/correspondance|6'],,,,2.3327279090881348,,Entrée principale.,"['Métro de Paris/correspondances|5', 'Métro de Paris/correspondances|6', 'date|24|avril|1906|dans les chemins de fer', 'Métro de Paris/correspondances|4', 'date|30|octobre|1909|dans les chemins de fer']",Denfert-Rochereau<br><small>''Colonel Rol-Tanguy''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['Raspail (métro de Paris)|Raspail'],['Raspail (métro de Paris)|Raspail'],,,,['Mouton-Duvernet (métro de Paris)|Mouton-Duvernet'],['Saint-Jacques (métro de Paris)|Saint-Jacques'],,,,,,"[""Réseau express régional d'Île-de-France|RER""]",['Réseau de bus RATP|RATP'],['Noctilien'],,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4339678'],https://fr.wikipedia.org/w/index.php?title=Denfert-Rochereau_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Dugommier (métro de Paris),,,,,,,13-08,,['Bus RATP/correspondances nombreuses avec intitulé|71|77|87|215'],,,,,RATP,,Paris/12e arrondissement de Paris,Dugommier métro 01.jpg,48.83904937392175,['Métro de Paris/correspondance|6'],,['Métro de Paris/correspondance|6'],,,,,2.3899635672569275,,['boulevard de Reuilly'],"['1er', '1909 dans les chemins de fer|1909']",Dugommier,Charenton,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Bercy (métro de Paris)|Bercy'],,,,,['Daumesnil (métro de Paris)|Daumesnil'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2674338'],https://fr.wikipedia.org/w/index.php?title=Dugommier_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Dupleix (métro de Paris),,,,,,,17-07,,['Bus RATP/correspondances avec intitulé|42'],,,,,RATP,,Paris/15e arrondissement de Paris,Dupleix vers Étoile par Cramos.JPG,48.85039233740468,['Métro de Paris/correspondance|6'],,['Métro de Paris/correspondance|6'],,,,,2.2936105728149414,,La station vue vers ''Étoile''.,['Date|24 avril 1906|dans les chemins de fer'],Dupleix,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['15e'],['Bir-Hakeim (métro de Paris)|Bir-Hakeim'],,,,,['La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3983127'],https://fr.wikipedia.org/w/index.php?title=Dupleix_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Duroc (métro de Paris),,,,,,,207.0,,['Bus RATP/correspondances nombreuses avec intitulé|28|39|70|82|87|89|92'],,,,,RATP,,Paris/15e arrondissement de Paris/7e arrondissement de Paris/6e arrondissement de Paris,Duroc ligne 13.jpg,48.846828741919175,['Métro de Paris/correspondances|10|13'],,['Métro de Paris/correspondance|10'],['Métro de Paris/correspondance|13'],,,,2.3164790868759155,,Quais de la ligne 13.,"['date|30|décembre|1923|dans les chemins de fer', 'Métro de Paris/correspondances|13', 'date|27|juillet|1937|dans les chemins de fer', 'Métro de Paris/correspondances|10']",Duroc,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e', 'e']",['Ségur (métro de Paris)|Ségur'],['Saint-François-Xavier (métro de Paris)|Saint-François-Xavier'],,,,['Vaneau (métro de Paris)|Vaneau'],['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3339347'],https://fr.wikipedia.org/w/index.php?title=Duroc_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
École Militaire (métro de Paris),,,,,,,10-07,,['Bus RATP/correspondances nombreuses avec intitulé|28|80|82|87|92'],,,,,RATP,,Paris/7e arrondissement de Paris,Station métro Ecole Militaire - IMG 2591.JPG,48.8551098723394,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.3067373037338257,,"L'entrée de la station, juin 2012.","['13 juillet dans les chemins de fer|13 juillet', '1913 dans les chemins de fer|1913']",École Militaire,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle'],,,,,['La Tour-Maubourg (métro de Paris)|La Tour-Maubourg'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4443503'],https://fr.wikipedia.org/w/index.php?title=%C3%89cole_Militaire_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
École vétérinaire de Maisons-Alfort (métro de Paris),,,,,,,25-14,,"['Bus RATP/correspondances nombreuses avec intitulé|24|103|104|107', 'Bus RATP/correspondances|125|181|325']",['Noctilien/correspondances avec intitulé|N32|N35'],,,,RATP,,Paris et la petite couronne,Station métro Ecole-Vétérinaire-de-Maisons-Alfort- IMG 3684.jpg,48.81519005560035,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.421881854534149,,"Accès à la station, du côté des numéros impairs de l'avenue Général-Leclerc.",['Date|19|septembre|1970|dans les chemins de fer'],École vétérinaire<br />de Maisons-Alfort,Maisons-Alfort - École vétérinaire,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Charenton - Écoles (métro de Paris)|Charenton - Écoles'],,,,,['Maisons-Alfort - Stade (métro de Paris)|Maisons-Alfort - Stade'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,,,['formatnum:3175166'],https://fr.wikipedia.org/w/index.php?title=%C3%89cole_v%C3%A9t%C3%A9rinaire_de_Maisons-Alfort_(m%C3%A9tro_de_Paris)&action=raw,['Maisons-Alfort'],2.0,2-3
Edgar Quinet (métro de Paris),,,,,,,04-06,,,,,,,RATP,,Paris/14e arrondissement de Paris,Edgar Quinet metro 01.jpg,48.841047729454424,['Métro de Paris/correspondances|6'],,['Métro de Paris/correspondance|6'],,,,,2.325083613395691,,['boulevard Edgar-Quinet'],['date|24|avril|1906|dans les chemins de fer'],Edgar Quinet,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['14e'],['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,['Raspail (métro de Paris)|Raspail'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2241317'],https://fr.wikipedia.org/w/index.php?title=Edgar_Quinet_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Église d'Auteuil (métro de Paris),,,,,,,07-08,,['Bus RATP/correspondances nombreuses avec intitulé|22|52|62'],,,,,RATP,,Paris/16e arrondissement de Paris,Sortie du métro Église d'Auteuil.jpeg,48.84716940366413,['Métro de Paris/correspondances|10'],,['Métro de Paris/correspondances|10'],,,,,2.2690200805664062,,"[""Boulogne - Pont de Saint-Cloud (métro de Paris)|''Boulogne - Pont de Saint-Cloud''"", 'place Théodore-Rivière']",['Date|30 septembre 1913|dans les chemins de fer'],Église d'Auteuil,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,['e'],['Michel-Ange - Auteuil (métro de Paris)|Michel-Ange - Auteuil'],,,,,['Javel - André Citroën (métro de Paris)|Javel - André Citroën'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['Unité|177017|voyageurs'],https://fr.wikipedia.org/w/index.php?title=%C3%89glise_d%27Auteuil_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],1.0,1.0
Église de Pantin (métro de Paris),,,,,,,03-10,,['Bus RATP/correspondances avec intitulé|61|145|147|249'],['Noctilien/correspondances avec intitulé|N45'],,,,['Régie autonome des transports parisiens|RATP'],,Paris et la petite couronne,Église de Pantin vers Italie par Cramos.JPG,48.89362770557985,['métro de Paris/correspondance|5'],,['Métro de Paris/correspondance|5'],,,,,2.412917912006378,,Quais de la station.,"['12 octobre dans les chemins de fer|12 octobre', '1942 dans les chemins de fer|1942']",Église de Pantin,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Bobigny - Pantin - Raymond Queneau (métro de Paris)|Bobigny - Pantin - Raymond Queneau'],,,,,['Hoche (métro de Paris)|Hoche'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,,,['formatnum:3693931'],https://fr.wikipedia.org/w/index.php?title=%C3%89glise_de_Pantin_(m%C3%A9tro_de_Paris)&action=raw,['Pantin'],2.0,2.0
Étienne Marcel (métro de Paris),,,,,,,1115.0,,['Bus RATP/correspondances nombreuses avec intitulé|29'],,,,,RATP,,Paris/2e arrondissement de Paris/1er arrondissement de Paris,EGEtienne.JPG,48.86411131208257,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.3506075143814087,,['édicule Guimard'],"['21 avril dans les chemins de fer|21 avril', '1908 dans les chemins de fer|1908']",Étienne Marcel,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['er', 'e']",['Réaumur - Sébastopol (métro de Paris)|Réaumur - Sébastopol'],,,,,['Les Halles (métro de Paris)|Les Halles'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2803893'],https://fr.wikipedia.org/w/index.php?title=%C3%89tienne_Marcel_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Europe (métro de Paris),,,,,,,612.0,,['Bus RATP/correspondances avec intitulé|66|80|94|95'],['Noctilien/correspondances avec intitulé|N02|N15|N16|N51|N52'],,,,RATP,,Paris/8e arrondissement de Paris,Europe - Simone Veil.jpg,48.878821,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.32238,,,['Date|19|octobre|1904|dans les chemins de fer'],Europe<br /><small>''Simone Veil''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Villiers (métro de Paris)|Villiers'],,,,,['Saint-Lazare (métro de Paris)|Saint-Lazare'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1619580'],https://fr.wikipedia.org/w/index.php?title=Europe_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Exelmans (métro de Paris),,,,,,,714.0,,['Bus RATP/correspondances nombreuses avec intitulé|62|88'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/16e arrondissement de Paris,Metro de Paris - Ligne 9 - Exelmans - Motte seats.jpg,48.84240522408706,['Métro de Paris/correspondance|9'],,['Métro de Paris/correspondance|9'],,,,,2.2595492005348206,,,['Date|8|novembre|1922|dans les chemins de fer'],Exelmans,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte de Saint-Cloud (métro de Paris)|Porte de Saint-Cloud'],,,,,['Michel-Ange - Molitor (métro de Paris)|Michel-Ange - Molitor'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2060188'],https://fr.wikipedia.org/w/index.php?title=Exelmans_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Faidherbe - Chaligny (métro de Paris),,,,,,,12-01,,['Bus RATP/correspondances avec intitulé|46|86'],,,,,RATP,,Paris/12e arrondissement de Paris/11e arrondissement de Paris,Station métro Faidherbe-Chaligny - 20130627 162007.jpg,48.85015759622327,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.3833975195884705,,Accès principal à la station.,['Date|5|mai|1931|dans les chemins de fer'],Faidherbe - Chaligny,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Ledru-Rollin (métro de Paris)|Ledru-Rollin'],,,,,['Reuilly - Diderot (métro de Paris)|Reuilly - Diderot'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3079358'],https://fr.wikipedia.org/w/index.php?title=Faidherbe_-_Chaligny_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Falguière (métro de Paris),,,,,,,1601.0,,['Bus RATP/correspondances nombreuses avec intitulé|28|82|89|92'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/15e arrondissement de Paris,Metro Paris - Ligne 12 - station Falguiere.jpg,48.84449,['Métro de Paris/correspondance|12'],,,,,,,2.317954,,"[""Mairie d'Issy (métro de Paris)|Mairie d'Issy""]","['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Falguière,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,['Pasteur (métro de Paris)|Pasteur'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:930847'],https://fr.wikipedia.org/w/index.php?title=Falgui%C3%A8re_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Félix Faure (métro de Paris),,,,,,,1612.0,,['Bus RATP/correspondances avec intitulé|70|88'],,,,,RATP,,Paris/15e arrondissement de Paris,Ligne 8 - Felix Faure - 2.jpg,48.842351,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.291004,['Unité|105|m'],['Balard (métro de Paris)|Balard'],"['27 juillet dans les chemins de fer|27 juillet', '1937 dans les chemins de fer|1937']",Félix Faure,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Boucicaut (métro de Paris)|Boucicaut'],,,,,['Commerce (métro de Paris)|Commerce'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1895590'],https://fr.wikipedia.org/w/index.php?title=F%C3%A9lix_Faure_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Filles du Calvaire (métro de Paris),,,,,,,812.0,,['Bus RATP/correspondances avec intitulé|91|96'],['Noctilien/correspondances avec intitulé|N01|N02'],,,,RATP,,Paris/11e arrondissement de Paris/3e arrondissement de Paris,Station métro Filles-du-Calvaire - 20130627 155407.jpg,48.86407249343042,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.3661214113235474,,"Accès à la station depuis le boulevard du Temple, côté pair.","['5 mai dans les chemins de fer|5 mai', '1931 dans les chemins de fer|1931']",Filles du Calvaire,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['République (métro de Paris)|République'],,,,,['Saint-Sébastien - Froissart (métro de Paris)|Saint-Sébastien - Froissart'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1784167'],https://fr.wikipedia.org/w/index.php?title=Filles_du_Calvaire_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Fort d'Aubervilliers (métro de Paris),,,,,,,306.0,,"['Bus RATP/correspondances avec intitulé|134|152|173|234', 'Bus RATP/correspondances|248|250|330']",['Bus Optile/correspondances avec intitulé|TRA|609'],['Noctilien/correspondances avec intitulé|N42'],,,RATP,,Paris et la petite couronne,FortAubervilliers-rame part vers sud.jpg,48.914239862172174,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.403784990310669,,Les quais de la station.,['Date|4|octobre|1979|dans les chemins de fer'],Fort d'Aubervilliers,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['La Courneuve - 8 Mai 1945 (métro de Paris)|La Courneuve - 8 Mai 1945'],,,,,['Aubervilliers - Pantin - Quatre Chemins (métro de Paris)|Aubervilliers - Pantin - Quatre Chemins'],,,,,,,Bus RATP,TRA,Noctilien,,,,,['formatnum:3927340'],https://fr.wikipedia.org/w/index.php?title=Fort_d%27Aubervilliers_(m%C3%A9tro_de_Paris)&action=raw,['Aubervilliers'],2.0,2.0
Franklin D. Roosevelt (métro de Paris),,,,,,,1807.0,,"['Bus RATP/correspondances avec intitulé|28|32|42|73|80', 'Bus RATP/correspondances|93|OpenTour']",['Noctilien/correspondances avec intitulé|N11|N24'],,,,RATP,,Paris/8e arrondissement de Paris,Metro 1.jpg,48.8693052286485,['Métro de Paris/correspondances|1|9'],,['Métro de Paris/correspondance|1'],['Métro de Paris/correspondance|9'],,,,2.30830876451203,,Le mât particulier d'un accès à la station.,"['19 juillet dans les chemins de fer|19 juillet', '1900 dans les chemins de fer|1900', 'Métro de Paris/correspondances|1', '27 mai dans les chemins de fer|27 mai', '1923 dans les chemins de fer|1923', 'Métro de Paris/correspondances|9']",Franklin D. Roosevelt,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['George V (métro de Paris)|George V'],['Alma - Marceau (métro de Paris)|Alma - Marceau'],,,,['Champs-Élysées - Clemenceau (métro de Paris)|Champs-Élysées - Clemenceau'],['Saint-Philippe du Roule (métro de Paris)|Saint-Philippe du Roule'],,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:11890240'],https://fr.wikipedia.org/w/index.php?title=Franklin_D._Roosevelt_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Front Populaire (métro de Paris),,,,,,,FPO,,['Bus RATP/correspondances nombreuses avec intitulé|139|239|302|512'],,,,,RATP,,Paris et la petite couronne,Metro Front Populaire train on openingsday.JPG,48.9068910901493,['Métro de Paris/correspondance|12'],,,,,,,2.36579376393314,,['MF 67'],['date|18|décembre|2012'],<small>''Aubervilliers - Saint-Denis''</small><br />Front Populaire,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,'''Terminus''',,,,,['Porte de la Chapelle (métro de Paris)|Porte de la Chapelle'],,,,,,,Bus,,,,,,,['Unité|2672036|voyageurs'],https://fr.wikipedia.org/w/index.php?title=Front_Populaire_(m%C3%A9tro_de_Paris)&action=raw,"['Saint-Denis (Seine-Saint-Denis)|Saint-Denis', 'Aubervilliers']",2.0,2.0
Gabriel Péri (métro de Paris),,,,,,,19-02,,"['Bus RATP/correspondances avec intitulé|54|140|175', 'Bus RATP/correspondances|177|235|340|577']",['Noctilien/correspondances avec intitulé|N15|N51'],,,,RATP,,Paris et la petite couronne,Gabriel Peri - Octobre 2012 - Quais.jpg,48.91657540550505,['Métro de Paris/correspondance|13'],,['Métro de Paris/correspondance|13'],,,,,2.2943884134292603,,Quais de la station,['Date|3|mai|1980|dans les chemins de fer'],Gabriel Péri,Gabriel Péri − Asnières-Gennevilliers,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Les Agnettes (métro de Paris)|Les Agnettes'],,,,,['Mairie de Clichy (métro de Paris)|Mairie de Clichy'],,,,,,,Bus RATP,Noctilien,,,,,,['formatnum:5285165'],https://fr.wikipedia.org/w/index.php?title=Gabriel_P%C3%A9ri_(m%C3%A9tro_de_Paris)&action=raw,"['Asnières-sur-Seine', 'Gennevilliers']",2.0,3.0
Gaîté (métro de Paris),,,,,,,04-04,,['Bus RATP/correspondances nombreuses avec intitulé|58|59|88|92'],['Noctilien/correspondances avec intitulé|N63'],,,,RATP,,Paris/14e arrondissement de Paris,Gaîté metro 01.jpg,48.83865393016213,['Métro de Paris/correspondance|13'],,,,,,,2.322637438774109,,['Rue de la Gaîté (Paris)|rue de la Gaîté'],"['21 janvier dans les chemins de fer|21 janvier', '1937 dans les chemins de fer|1937']",Gaîté,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,['Pernety (métro de Paris)|Pernety'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3165824'],https://fr.wikipedia.org/w/index.php?title=Ga%C3%AEt%C3%A9_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Gallieni (métro de Paris),,,,,,,23-05,,"['Bus RATP/correspondances avec intitulé|76|102|122|221', 'Bus RATP/correspondances|318|351']",,,,,RATP,,Paris et la petite couronne,Station Gallieni (Métro Paris).jpg,48.864936,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.416637,,,['Date|2|avril|1971|dans les chemins de fer'],Gallieni<br /><small>''Parc de Bagnolet''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Porte de Bagnolet (métro de Paris)|Porte de Bagnolet'],,,,,'''Terminus''',,,,,,,Bus RATP,,,,,,,['formatnum:6316117'],https://fr.wikipedia.org/w/index.php?title=Gallieni_(m%C3%A9tro_de_Paris)&action=raw,['Bagnolet'],4.0,2.0
Gambetta (métro de Paris),,,,,,,2410.0,,"['Bus RATP/correspondances avec intitulé|26|60|61|64|69', 'Bus RATP/correspondances|102|Traverse Charonne']",['Noctilien/correspondances avec intitulé|N16|N34'],,,,RATP,,Paris/20e arrondissement de Paris,Metro de Paris - Ligne 3 - Gambetta 01.jpg,48.864947,['Métro de Paris/correspondances|3|3bis'],,['Métro de Paris/correspondance|3'],['Métro de Paris/correspondance|3 bis'],,,,2.398451,,"['Ligne 3 du métro de Paris|ligne 3', 'Martin Nadaud (métro de Paris)|Martin Nadaud']","['Date|25|janvier|1905|dans les chemins de fer', 'Métro de Paris/correspondance|3', 'Date|27|mars|1971|dans les chemins de fer', 'Métro de Paris/correspondance|3bis']",Gambetta,,['France'],,['Régie autonome des transports parisiens|RATP'],3.0,['e'],['Père Lachaise (métro de Paris)|Père Lachaise'],['Pelleport (métro de Paris)|Pelleport'],,,,['Porte de Bagnolet (métro de Paris)|Porte de Bagnolet'],'''Terminus''',,,,,,Bus RATP,Noctilien,,,,Arrondissement,,['formatnum:7445691'],https://fr.wikipedia.org/w/index.php?title=Gambetta_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
